# audience	path	classification	rationale
player	player.research.currentTechnology	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.freeTechnologyChoices[]	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.overflowScience	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.queueEntries[].availableActions[]	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.research.queueEntries[].cost	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.queueEntries[].estimatedTurns	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.queueEntries[].storedScience	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.queueEntries[].technologyName	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.queue[]	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.researchedTechnologies[]	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.research.selectableTargets[]	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.selectableGreatPeople[]	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.spies[].action	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.spies[].availableCityIds[]	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.spies[].canCancelCoup	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.spies[].canMoveToHideout	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.spies[].canStageCoup	action_allowlist	Server-derived legal input or prompt allowlist; the client cannot establish authority.
player	player.spies[].cityId	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.spies[].civilizationId	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.spies[].name	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.spies[].rank	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.spies[].turnsRemaining	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].civilizationId	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].hasPendingOutgoingOffer	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].ourAvailableOffers[].amount	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].ourAvailableOffers[].duration	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].ourAvailableOffers[].name	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].ourAvailableOffers[].type	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].theirAvailableOffers[].amount	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].theirAvailableOffers[].duration	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].theirAvailableOffers[].name	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.tradePartners[].theirAvailableOffers[].type	player_private	Authenticated actor-owned state required for private presentation and reconciliation.
player	player.turn	public	Public protocol or turn metadata required to synchronize the player presentation.
player	player.victory.victoryTurn	public	Canonical completed-game result shown identically to every authorized participant.
player	player.victory.victoryType	public	Canonical completed-game result shown identically to every authorized participant.
player	player.victory.winningCivilizationId	public	Canonical completed-game result shown identically to every authorized participant.
player	player.visibleForeignUnits[].airSweepTargets[].attackerBaseStrength	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].attackerHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].attackerMaxHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].attackerModifiers[].label	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].attackerModifiers[].percent	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].interceptorDisclosure	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].airSweepTargets[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].attackFromX	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].attackFromY	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerBaseStrength	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerEffectiveStrength	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerMaxHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerMaxRemainingHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerMinRemainingHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerModifiers[].label	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.attackerModifiers[].percent	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderBaseStrength	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderEffectiveStrength	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderMaxHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderMaxRemainingHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderMinRemainingHealth	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderModifiers[].label	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.defenderModifiers[].percent	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].preview.outcome	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].attackTargets[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].automated	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableGreatPersonActions[]	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableImprovementOrders[].improvementName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableImprovementOrders[].queuedImprovementName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableInstantImprovementActions[].actionId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableInstantImprovementActions[].title	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availablePostures[]	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availablePromotions[]	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableReligiousActions[]	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableRoadDestinations[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableRoadDestinations[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableTransformActions[].actionId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableTransformActions[].targetUnitName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableTriggerActions[].actionId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableTriggerActions[].title	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableUpgradeTargets[].goldCost	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].availableUpgradeTargets[].targetUnitName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].canDisband	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].canFoundCity	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].canGift	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].canPillage	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].canRename	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].capitalProjectName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].civilizationId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].currentMovement	redacted	Exact remaining movement is private tactical state and must serialize as null for foreign units.
player	player.visibleForeignUnits[].exploring	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].health	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].id	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].improvementOrder[].improvementName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].improvementOrder[].turnsRemaining	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].instanceName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].moveDestinations[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].moveDestinations[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].moveTowardDestinations[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].moveTowardDestinations[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].movementDestinationX	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].movementDestinationY	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].movementEscortUnitId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].name	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].nextPromotionXp	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].nuclearTargetCandidates[].blastRadius	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].nuclearTargetCandidates[].effectDisclosure	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].nuclearTargetCandidates[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].nuclearTargetCandidates[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].paradropDestinations[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].paradropDestinations[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].posture	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].promotionXp	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].promotions[]	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].roadConnectionDestinationX	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].roadConnectionDestinationY	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].roadConnectionPath[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].roadConnectionPath[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].swapDestinations[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].swapDestinations[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.visibleForeignUnits[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].builderCivilizationId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].cityId	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].cityName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].completionTurn	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].effectSummary	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].wonderName	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].x	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
player	player.wonderEvents[].y	legally_known	Disclosed only when canonical visibility or diplomatic knowledge permits this field.
spectator	spectator.currentPlayerCivilizationId	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.majorCivilizations[].civilizationId	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.majorCivilizations[].defeated	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.majorCivilizations[].displayName	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.majorCivilizations[].humanControlled	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.protocolVersion	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.turn	public	Explicit public spectator summary; canonical private state is intentionally absent.
spectator	spectator.victory.victoryTurn	public	Completed-game result is public while canonical private state remains absent.
spectator	spectator.victory.victoryType	public	Completed-game result is public while canonical private state remains absent.
spectator	spectator.victory.winningCivilizationId	public	Completed-game result is public while canonical private state remains absent.
